,Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,Change in inventories,Change in inventories,Change in inventories,Change in inventories,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services
,(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m) ,(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Real $m),(Real $m s.a.),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%),(Nominal $m),(Nominal $m s.a.),(Nominal q/q% s.a.),(Nominal y/y%),(Real $m),(Real $m s.a.),(Real q/q% s.a.),(Real y/y%)
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,NZDm(r),NZDm(r) s.a.,NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r),NZDm,NZDm s.a.,% s.a.,%,NZDm(r),NZDm(r) s.a.,%(r) s.a.,%(r)
Series Id,GDP06.Q.QT0.ra,GDP06.Q.QT0.rs,GDP06.Q.QT0.rsq,GDP06.Q.QT0.ray,GDE.Q.EY.NA,GDE.Q.EY.NS,GDE.Q.EY.nsq,GDE.Q.EY.nay,GDE.Q.EY.RA,GDE.Q.EY.RS,GDE.Q.EY.rsq,GDE.Q.EY.ray,GDE.Q.EC1.NA,GDE.Q.EC1.NS,GDE.Q.EC1.nsq,GDE.Q.EC1.nay,GDE.Q.EC1.RA,GDE.Q.EC1.RS,GDE.Q.EC1.rsq,GDE.Q.EC1.ray,GDE.Q.EG13.NA,GDE.Q.EG13.NS,GDE.Q.EG13.nsq,GDE.Q.EG13.nay,GDE.Q.EG13.RA,GDE.Q.EG13.RS,GDE.Q.EG13.rsq,GDE.Q.EG13.ray,GDE.Q.EI23.NA,GDE.Q.EI23.NS,GDE.Q.EI23.RA,GDE.Q.EI23.RS,GDE.Q.EI24.NA,GDE.Q.EI24.NS,GDE.Q.EI24.nsq,GDE.Q.EI24.nay,GDE.Q.EI24.RA,GDE.Q.EI24.RS,GDE.Q.EI24.rsq,GDE.Q.EI24.ray,GDE.Q.EI25.NA,GDE.Q.EI25.NS,GDE.Q.EI25.nsq,GDE.Q.EI25.nay,GDE.Q.EI25.RA,GDE.Q.EI25.RS,GDE.Q.EI25.rsq,GDE.Q.EI25.ray,GDE.Q.EY1.NA,GDE.Q.EY1.NS,GDE.Q.EY1.nsq,GDE.Q.EY1.nay,GDE.Q.EY1.RA,GDE.Q.EY1.RS,GDE.Q.EY1.rsq,GDE.Q.EY1.ray,GDE.Q.EX.NA,GDE.Q.EX.NS,GDE.Q.EX.nsq,GDE.Q.EX.nay,GDE.Q.EX.RA,GDE.Q.EX.RS,GDE.Q.EX.rsq,GDE.Q.EX.ray,GDE.Q.EM.NA,GDE.Q.EM.NS,GDE.Q.EM.nsq,GDE.Q.EM.nay,GDE.Q.EM.RA,GDE.Q.EM.RS,GDE.Q.EM.rsq,GDE.Q.EM.ray
Jun 1987,"27,637","28,008",,,"15,528","15,802",,,"26,084","26,681",,,"9,117","9,099",,,"15,084","15,062",,,"2,715","2,686",,,"5,466","5,490",,,-497,30,-534,32,642,637,,,"1,509","1,481",,,"3,189","3,206",,,"3,405","3,428",,,"15,166","15,629",,,"24,701","25,556",,,"4,342","4,217",,,"5,722","5,490",,,"3,980","4,038",,,"4,596","4,640",,
Sep 1987,"27,779","28,160",0.5,,"15,790","16,122",2.0,,"26,501","26,757",0.3,,"9,381","9,281",2.0,,"15,361","15,167",0.7,,"2,838","2,851",6.1,,"5,624","5,596",1.9,,-307,-105,-330,-67,719,709,11.3,,"1,647","1,624",9.7,,"3,218","3,136",-2.2,,"3,463","3,364",-1.9,,"15,848","15,800",1.1,,"25,494","25,203",-1.4,,"3,994","4,199",-0.4,,"5,464","5,726",4.3,,"4,052","3,876",-4.0,,"4,638","4,451",-4.1,
Dec 1987,"29,139","28,290",0.5,,"16,979","16,366",1.5,,"27,754","26,774",0.1,,"9,831","9,506",2.4,,"15,896","15,354",1.2,,"2,979","2,908",2.0,,"5,833","5,603",0.1,,240,-129,319,-133,741,701,-1.1,,"1,704","1,629",0.3,,"3,086","3,000",-4.3,,"3,342","3,257",-3.2,,"16,878","16,057",1.6,,"26,948","25,657",1.8,,"4,150","4,218",0.5,,"5,595","5,710",-0.3,,"4,049","3,914",1.0,,"4,910","4,730",6.3,
Mar 1988,"28,101","28,181",-0.4,,"16,870","16,854",3.0,,"26,699","26,812",0.1,,"9,173","9,611",1.1,,"14,573","15,299",-0.4,,"2,912","3,007",3.4,,"5,279","5,522",-1.4,,151,-223,193,-193,651,708,1.0,,"1,511","1,641",0.7,,"2,928","3,072",2.4,,"3,167","3,320",1.9,,"15,814","16,207",0.9,,"24,631","25,343",-1.2,,"4,554","4,401",4.3,,"5,897","5,759",0.9,,"3,498","3,741",-4.4,,"4,292","4,619",-2.3,
Jun 1988,"27,666","28,047",-0.5,0.1,"16,513","16,771",-0.5,6.3,"26,221","26,781",-0.1,0.5,"9,736","9,717",1.1,6.8,"15,295","15,277",-0.1,1.4,"2,911","2,863",-4.8,7.2,"5,505","5,495",-0.5,0.7,-506,49,-545,43,693,683,-3.5,7.9,"1,657","1,619",-1.3,9.8,"2,919","2,951",-3.9,-8.5,"3,155","3,194",-3.8,-7.3,"15,753","16,207",0.0,3.9,"24,525","25,362",0.1,-0.7,"4,402","4,261",-3.2,1.4,"5,885","5,640",-2.1,2.8,"3,642","3,697",-1.2,-8.5,"4,521","4,568",-1.1,-1.6
Sep 1988,"27,699","28,111",0.2,-0.3,"17,384","17,861",6.5,10.1,"26,844","27,262",1.8,1.3,"10,255","10,175",4.7,9.3,"15,901","15,741",3.0,3.5,"3,166","3,196",11.6,11.6,"5,573","5,555",1.1,-0.9,-161,43,-263,-5,680,675,-1.2,-5.4,"1,624","1,613",-0.4,-1.4,"3,086","3,015",2.2,-4.1,"3,318","3,232",1.2,-4.2,"17,026","17,063",5.3,7.4,"25,980","25,792",1.7,1.9,"4,285","4,526",6.2,7.3,"5,426","5,698",1.0,-0.7,"3,927","3,756",1.6,-3.1,"4,738","4,539",-0.6,2.2
Dec 1988,"28,742","27,865",-0.9,-1.4,"18,511","17,776",-0.5,9.0,"28,496","27,402",0.5,2.7,"10,689","10,322",1.4,8.7,"16,375","15,790",0.3,3.0,"3,182","3,117",-2.5,6.8,"5,791","5,614",1.1,-0.7,175,-219,193,-277,757,715,5.9,2.2,"1,772","1,687",4.6,4.0,"3,067","2,956",-2.0,-0.6,"3,273","3,162",-2.2,-2.1,"17,870","16,922",-0.8,5.9,"27,180","25,762",-0.1,0.9,"4,690","4,764",5.3,13.0,"5,773","5,899",3.5,3.2,"4,049","3,913",4.2,0.0,"4,728","4,553",0.3,-3.7
Mar 1989,"28,150","28,221",1.3,0.2,"18,220","18,186",2.3,8.0,"27,720","27,791",1.4,3.8,"10,024","10,489",1.6,9.3,"15,164","15,897",0.7,4.1,"3,080","3,179",2.0,5.8,"5,333","5,557",-1.0,1.0,378,-8,440,53,683,743,3.9,4.9,"1,603","1,742",3.3,6.1,"3,022","3,164",7.0,3.2,"3,212","3,361",6.3,1.4,"17,187","17,609",4.1,8.7,"25,739","26,468",2.7,4.5,"4,994","4,821",1.2,9.7,"6,076","5,919",0.3,3.0,"3,961","4,233",8.2,13.2,"4,483","4,830",6.1,4.5
Jun 1989,"27,980","28,384",0.6,1.1,"18,164","18,439",1.4,10.0,"27,529","27,929",0.5,5.0,"10,984","10,971",4.6,12.8,"16,349","16,348",2.8,6.9,"3,285","3,199",0.6,12.8,"5,747","5,678",2.2,4.4,-756,-181,-848,-243,823,805,8.3,18.8,"1,900","1,847",6.0,14.7,"3,163","3,232",2.1,8.4,"3,354","3,432",2.1,6.3,"17,498","18,044",2.5,11.1,"26,234","27,022",2.1,7.0,"5,162","4,991",3.5,17.3,"6,112","5,856",-1.1,3.9,"4,496","4,575",8.1,23.4,"5,056","5,125",6.1,11.8
Sep 1989,"27,616","28,065",-1.1,-0.3,"17,521","18,095",-1.9,0.8,"26,050","26,794",-4.1,-3.0,"10,731","10,679",-2.7,4.6,"15,768","15,650",-4.3,-0.8,"3,146","3,199",0.0,-0.6,"5,712","5,721",0.8,2.5,278,508,406,672,821,823,2.2,20.7,"1,829","1,836",-0.6,12.6,"3,151","3,076",-4.8,2.1,"3,323","3,236",-5.7,0.2,"18,128","18,245",1.1,6.5,"26,677","26,782",-0.9,2.7,"4,382","4,641",-7.0,2.3,"5,095","5,362",-8.4,-6.1,"4,988","4,764",4.1,27.0,"5,559","5,301",3.4,17.3
Dec 1989,"28,942","28,011",-0.2,0.7,"19,779","18,914",4.5,6.8,"28,586","27,386",2.2,0.3,"11,242","10,814",1.3,5.2,"16,189","15,572",-0.5,-1.1,"3,426","3,365",5.2,7.7,"5,987","5,865",2.5,3.4,"1,124",709,"1,122",639,903,850,3.3,19.3,"1,996","1,889",2.9,12.6,"3,417","3,269",6.3,11.4,"3,570","3,422",5.7,9.1,"20,112","18,960",3.9,12.5,"29,000","27,365",2.2,6.7,"4,831","4,901",5.6,3.0,"5,501","5,621",4.8,-4.7,"5,164","4,989",4.7,27.5,"5,817","5,605",5.7,23.0
Mar 1990,"27,900","27,963",-0.2,-0.9,"19,171","19,129",1.1,5.2,"27,651","27,670",1.0,-0.2,"10,587","11,081",2.5,5.6,"15,105","15,812",1.5,-0.4,"3,355","3,467",3.0,8.9,"5,930","6,148",4.8,11.2,643,220,565,161,822,897,5.5,20.4,"1,790","1,951",3.3,11.7,"2,955","3,090",-5.5,-2.2,"3,087","3,227",-5.7,-3.9,"18,361","18,813",-0.8,6.8,"26,358","27,077",-1.1,2.4,"5,180","5,006",2.1,3.7,"5,995","5,833",3.8,-1.3,"4,370","4,673",-6.3,10.3,"4,956","5,346",-4.6,10.6
Jun 1990,"27,544","27,959",0.0,-1.6,"18,642","18,840",-1.5,2.6,"27,184","27,544",-0.5,-1.3,"11,244","11,250",1.5,2.4,"15,845","15,860",0.3,-3.1,"3,634","3,501",1.0,10.6,"6,126","5,983",-2.7,6.6,-527,69,-378,242,940,914,1.9,14.2,"2,043","1,978",1.4,7.5,"3,021","3,115",0.8,-4.5,"3,133","3,234",0.2,-6.6,"18,311","18,834",0.1,4.6,"26,179","26,988",-0.3,-0.2,"5,192","5,004",0.0,0.6,"6,242","5,974",2.4,2.1,"4,861","4,959",6.1,8.1,"5,422","5,510",3.1,7.2
Sep 1990,"27,718","28,214",0.9,0.4,"18,384","19,192",1.9,4.9,"26,621","27,581",0.1,2.2,"11,417","11,386",1.2,6.4,"15,988","15,919",0.4,1.4,"3,478","3,562",1.7,10.6,"5,940","5,997",0.2,4.0,-166,120,-191,99,869,876,-4.2,5.8,"1,873","1,890",-4.4,2.4,"3,235","3,154",1.3,2.7,"3,391","3,298",2.0,2.0,"18,833","19,086",1.3,3.9,"26,714","26,919",-0.3,0.1,"4,786","5,083",1.6,9.2,"5,867","6,190",3.6,15.2,"5,236","4,985",0.5,5.0,"5,903","5,609",1.8,6.2
Dec 1990,"29,548","28,544",1.2,2.1,"20,482","19,520",1.7,3.6,"29,565","28,241",2.4,3.4,"12,300","11,788",3.5,9.4,"16,901","16,193",1.7,4.4,"3,573","3,517",-1.3,4.3,"5,930","5,844",-2.6,-1.0,330,-125,604,99,920,865,-1.3,1.9,"1,985","1,873",-0.9,-0.6,"3,363","3,201",1.5,-1.6,"3,498","3,334",1.1,-2.0,"20,485","19,226",0.7,1.9,"28,828","27,093",0.6,-0.6,"5,066","5,141",1.1,4.9,"6,102","6,233",0.7,10.9,"5,069","4,890",-1.9,-1.8,"5,504","5,296",-5.6,-5.4
Mar 1991,"27,801","27,852",-2.4,-0.4,"18,659","18,574",-4.8,-2.7,"27,181","27,142",-3.9,-1.7,"10,883","11,397",-3.3,2.8,"15,035","15,742",-2.8,-0.5,"3,358","3,481",-1.0,0.1,"5,628","5,827",-0.3,-5.1,208,-247,277,-138,728,798,-7.7,-11.4,"1,567","1,715",-8.4,-12.5,"2,662","2,783",-13.1,-9.9,"2,769","2,895",-13.2,-10.3,"17,840","18,261",-5.0,-2.8,"25,001","25,656",-5.3,-5.1,"5,329","5,148",0.1,2.9,"6,605","6,421",3.0,10.2,"4,510","4,837",-1.1,3.2,"4,857","5,257",-0.7,-2.0
Jun 1991,"27,224","27,663",-0.7,-1.2,"18,415","18,565",0.0,-1.2,"26,673","26,905",-0.9,-1.9,"11,255","11,280",-1.0,0.1,"15,478","15,515",-1.4,-2.3,"3,762","3,588",3.1,3.5,"6,248","6,031",3.5,2.0,-785,-188,-797,-188,761,736,-7.8,-19.0,"1,626","1,568",-8.6,-20.4,"2,457","2,549",-8.4,-18.7,"2,541","2,638",-8.9,-18.9,"17,449","17,949",-1.7,-4.7,"24,456","25,163",-1.9,-6.6,"5,487","5,285",2.7,5.7,"6,853","6,560",2.2,9.8,"4,521","4,626",-4.4,-7.0,"5,022","5,121",-2.6,-7.4
Sep 1991,"27,235","27,751",0.3,-1.7,"18,163","19,116",3.0,-1.2,"26,072","27,262",1.3,-2.1,"11,466","11,444",1.5,0.4,"15,623","15,585",0.5,-2.3,"3,371","3,468",-3.3,-3.1,"5,566","5,667",-6.0,-6.3,-452,-92,-414,-77,726,732,-0.5,-16.5,"1,541","1,554",-0.9,-17.7,"2,698","2,622",2.9,-16.6,"2,804","2,719",3.1,-17.3,"17,809","18,123",1.0,-5.4,"24,795","25,139",-0.1,-7.2,"5,246","5,574",5.5,9.6,"6,471","6,831",4.1,10.3,"4,891","4,632",0.1,-6.6,"5,384","5,085",-0.7,-8.8
Dec 1991,"28,962","27,931",0.6,-2.0,"19,996","18,991",-0.7,-2.4,"28,584","27,211",-0.2,-3.3,"11,939","11,417",-0.2,-2.9,"16,242","15,528",-0.4,-3.9,"3,580","3,531",1.8,0.2,"5,898","5,822",2.7,-0.5,411,-83,383,-143,795,749,2.3,-13.6,"1,684","1,591",2.4,-15.2,"2,663","2,532",-3.4,-20.8,"2,769","2,635",-3.1,-20.8,"19,389","18,136",0.1,-5.4,"26,740","25,039",-0.4,-7.2,"5,641","5,726",2.7,11.4,"6,881","7,022",2.8,12.8,"5,034","4,856",4.8,-0.7,"5,355","5,160",1.5,-2.7
Mar 1992,"27,962","28,014",0.3,0.6,"19,411","19,306",1.7,4.0,"27,455","27,407",0.7,1.0,"10,995","11,515",0.9,1.0,"14,933","15,626",0.6,-0.7,"3,490","3,626",2.7,3.9,"5,678","5,878",1.0,0.9,738,252,693,266,710,781,4.3,-2.5,"1,498","1,646",3.5,-4.4,"2,606","2,731",7.9,-2.1,"2,711","2,844",7.9,-2.1,"18,538","18,985",4.7,3.9,"25,336","26,012",3.9,1.3,"5,779","5,583",-2.5,8.4,"6,903","6,713",-4.4,4.5,"4,906","5,281",8.8,8.8,"5,129","5,562",7.8,5.6
Jun 1992,"27,549","28,016",0.0,1.2,"19,405","19,497",1.0,5.4,"27,578","27,684",1.0,3.4,"11,475","11,513",0.0,2.0,"15,503","15,550",-0.5,0.2,"3,930","3,728",2.8,4.5,"6,265","6,013",2.3,0.3,-464,126,-486,104,811,782,0.1,6.6,"1,701","1,635",-0.7,4.6,"2,562","2,656",-2.7,4.3,"2,643","2,739",-3.7,4.0,"18,315","18,802",-1.0,5.0,"25,048","25,682",-1.3,2.4,"6,353","6,115",9.5,15.8,"7,535","7,216",7.5,10.0,"5,263","5,399",2.2,16.4,"5,375","5,491",-1.3,7.0
Sep 1992,"27,267","27,800",-0.8,0.1,"17,928","18,988",-2.6,-1.3,"25,769","27,149",-1.9,-1.2,"11,548","11,522",0.1,0.7,"15,530","15,500",-0.3,-0.6,"3,546","3,649",-2.1,5.2,"5,717","5,848",-2.7,2.7,-507,-72,-208,179,750,753,-3.7,3.3,"1,576","1,583",-3.2,2.3,"2,735","2,647",-0.3,1.4,"2,796","2,703",-1.3,-0.3,"18,071","18,445",-1.9,1.5,"25,025","25,510",-0.7,0.9,"5,670","6,031",-1.4,8.1,"6,630","7,003",-3.0,2.5,"5,814","5,474",1.4,18.9,"5,923","5,573",1.5,10.0
Dec 1992,"29,226","28,151",1.3,0.9,"20,564","19,509",2.7,2.8,"28,794","27,409",1.0,0.7,"12,284","11,731",1.8,2.9,"16,490","15,738",1.5,1.5,"3,736","3,693",1.2,4.4,"5,986","5,904",1.0,1.5,703,162,762,212,843,799,6.1,6.0,"1,757","1,669",5.4,4.3,"2,841","2,718",2.7,6.7,"2,887","2,762",2.2,4.3,"20,408","19,082",3.5,5.3,"27,680","25,931",1.7,3.5,"5,975","6,060",0.5,5.9,"6,902","7,030",0.4,0.3,"5,819","5,615",2.6,15.6,"5,957","5,745",3.1,11.2
Mar 1993,"28,560","28,614",1.6,2.1,"20,412","20,273",3.9,5.2,"28,072","27,997",2.1,2.2,"11,142","11,673",-0.5,1.3,"14,979","15,684",-0.3,0.3,"3,558","3,704",0.3,1.9,"5,689","5,898",-0.1,0.2,892,400,658,231,747,823,3.0,5.2,"1,555","1,712",2.6,3.8,"2,708","2,839",4.5,3.9,"2,760","2,899",5.0,1.8,"19,047","19,514",2.3,2.7,"25,545","26,224",1.1,0.8,"6,436","6,209",2.5,11.4,"7,284","7,086",0.8,5.5,"5,071","5,481",-2.4,3.4,"5,184","5,628",-2.0,1.1
Jun 1993,"28,740","29,247",2.2,4.3,"20,420","20,478",1.0,5.2,"28,241","28,254",0.9,2.4,"11,800","11,850",1.5,2.8,"15,836","15,897",1.4,2.1,"3,938","3,732",0.8,0.2,"6,216","5,961",1.1,-0.8,-295,279,-283,292,916,878,6.7,12.9,"1,887","1,806",5.5,10.9,"2,901","2,988",5.2,13.2,"2,982","3,070",5.9,12.8,"19,260","19,744",1.2,5.2,"26,037","26,626",1.5,3.9,"6,658","6,426",3.5,4.8,"7,613","7,302",3.0,1.0,"5,499","5,653",3.1,4.5,"5,731","5,867",4.2,6.6
Sep 1993,"29,260","29,840",2.0,7.3,"19,699","20,939",2.3,9.9,"27,467","29,060",2.9,6.6,"12,047","12,009",1.3,4.3,"16,113","16,074",1.1,3.8,"3,647","3,741",0.2,2.8,"5,896","6,024",1.1,3.1,-194,299,-240,176,985,988,12.5,31.3,"1,979","1,984",9.9,25.6,"3,268","3,159",5.7,19.5,"3,374","3,258",6.1,20.7,"19,753","20,161",2.1,9.3,"26,747","27,296",2.5,6.9,"6,067","6,462",0.6,7.0,"7,056","7,464",2.2,6.4,"6,121","5,728",1.3,5.3,"6,341","5,941",1.3,7.1
Dec 1993,"31,301","30,118",0.9,7.1,"22,313","21,150",1.0,8.5,"31,087","29,547",1.7,8.0,"12,740","12,161",1.3,3.7,"17,020","16,223",0.9,3.2,"3,775","3,740",0.0,1.0,"6,086","6,009",-0.2,1.7,"1,038",449,955,387,"1,059","1,009",2.1,25.6,"2,090","1,998",0.7,19.0,"3,336","3,218",1.9,17.4,"3,428","3,305",1.4,18.7,"21,948","20,538",1.9,7.5,"29,629","27,748",1.7,7.0,"6,291","6,351",-1.7,5.3,"7,563","7,666",2.7,9.6,"5,926","5,725",-0.1,1.8,"6,319","6,106",2.8,6.1
